doi,title,venue
10.1007/978-3-031-43996-4_21,Deep Homography Prediction for Endoscopic Camera Motion Imitation Learning,MICCAI
10.1007/978-3-031-43993-3_13,Microstructure Fingerprinting for Heterogeneously Oriented Tissue Microenvironments,MICCAI
10.1007/978-3-031-43898-1_66,ACC-UNet: A Completely Convolutional UNet Model for the 2020s,MICCAI
10.1007/978-3-031-43904-9_59,Visual Grounding of Whole Radiology Reports for 3D CT Images,MICCAI
10.1007/978-3-031-43904-9_57,Self-supervised Polyp Re-identification in Colonoscopy,MICCAI
10.1007/978-3-031-43907-0_59,Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy,MICCAI
10.1007/978-3-031-43990-2_53,Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,MICCAI
10.1007/978-3-031-43999-5_35,Generating High-Resolution 3D CT with 12-Bit Depth Using a Diffusion Model with Adjacent Slice and Intensity Calibration Network,MICCAI
10.1007/978-3-031-43990-2_7,Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification,MICCAI
10.1007/978-3-031-43907-0_9,Multi-scale Cross-restoration Framework for Electrocardiogram Anomaly Detection,MICCAI
10.1007/978-3-031-43999-5_38,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,MICCAI
10.1007/978-3-031-43907-0_1,PET-Diffusion: Unsupervised PET Enhancement Based on the Latent Diffusion Model,MICCAI
10.1007/978-3-031-43904-9_1,Automatic Bleeding Risk Rating System of Gastric Varices,MICCAI
10.1007/978-3-031-43895-0_47,Client-Level Differential Privacy via Adaptive Intermediary in Federated Medical Imaging,MICCAI
10.1007/978-3-031-43904-9_5,YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,MICCAI
10.1007/978-3-031-43907-0_66,Unsupervised Domain Adaptation for Anatomical Landmark Detection,MICCAI
10.1007/978-3-031-43895-0_67,Explaining Massive-Training Artificial Neural Networks in Medical Image Analysis Task Through Visualizing Functions Within the Models,MICCAI
10.1007/978-3-031-43987-2_49,Gene-Induced Multimodal Pre-training for Image-Omic Classification,MICCAI
10.1007/978-3-031-43987-2_9,Multi-modality Contrastive Learning for Sarcopenia Screening from Hip X-rays and Clinical Information,MICCAI
10.1007/978-3-031-43907-0_23,Inter-slice Consistency for Unpaired Low-Dose CT Denoising Using Boosted Contrastive Learning,MICCAI
10.1007/978-3-031-43898-1_18,The Role of Subgroup Separability in Group-Fair Medical Image Classification,MICCAI
10.1007/978-3-031-43990-2_18,Twelve-Lead ECG Reconstruction from Single-Lead Signals Using Generative Adversarial Networks,MICCAI
10.1007/978-3-031-43898-1_21,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,MICCAI
10.1007/978-3-031-43895-0_8,EdgeAL: An Edge Estimation Based Active Learning Approach for OCT Segmentation,MICCAI
10.1007/978-3-031-43898-1_17,M3D-NCA: Robust 3D Segmentation with Built-In Quality Control,MICCAI
10.1007/978-3-031-43901-8_29,Do We Really Need that Skip-Connection? Understanding Its Interplay with Task Complexity,MICCAI
10.1007/978-3-031-43895-0_49,One-Shot Federated Learning on Medical Data Using Knowledge Distillation with Image Synthesis and Client Model Adaptation,MICCAI
10.1007/978-3-031-43907-0_34,Deblurring Masked Autoencoder Is Better Recipe for Ultrasound Image Recognition,MICCAI
10.1007/978-3-031-43904-9_53,Visual-Attribute Prompt Learning for Progressive Mild Cognitive Impairment Prediction,MICCAI
10.1007/978-3-031-43901-8_57,RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,MICCAI
10.1007/978-3-031-43993-3_30,Exploring Brain Function-Structure Connectome Skeleton via Self-supervised Graph-Transformer Approach,MICCAI
10.1007/978-3-031-43898-1_36,Boundary-Weighted Logit Consistency Improves Calibration of Segmentation Networks,MICCAI
10.1007/978-3-031-43996-4_26,High-Quality Virtual Single-Viewpoint Surgical Video: Geometric Autocalibration of Multiple Cameras in Surgical Lights,MICCAI
10.1007/978-3-031-43999-5_13,Estimation of 3T MR Images from 1.5T Images Regularized with Physics Based Constraint,MICCAI
10.1007/978-3-031-43990-2_45,Shape-Based Pose Estimation for Automatic Standard Views of the Knee,MICCAI
10.1007/978-3-031-43990-2_28,Robust Estimation of the Microstructure of the Early Developing Brain Using Deep Learning,MICCAI
10.1007/978-3-031-43990-2_46,Optimizing the 3D Plate Shape for Proximal Humerus Fractures,MICCAI
10.1007/978-3-031-43907-0_15,Automatic Retrieval of Corresponding US Views in Longitudinal Examinations,MICCAI
10.1007/978-3-031-43999-5_40,Motion Compensated Unsupervised Deep Learning for 5D MRI,MICCAI
10.1007/978-3-031-43996-4_24,Cochlear Implant Fold Detection in Intra-operative CT Using Weakly Supervised Multi-task Deep Learning,MICCAI
10.1007/978-3-031-43996-4_13,Pelphix: Surgical Phase Recognition from X-Ray Images in Percutaneous Pelvic Fixation,MICCAI
10.1007/978-3-031-43898-1_67,Automatic Segmentation of Internal Tooth Structure from CBCT Images Using Hierarchical Deep Learning,MICCAI
10.1007/978-3-031-43898-1_24,DiMix: Disentangle-and-Mix Based Domain Generalizable Medical Image Segmentation,MICCAI
10.1007/978-3-031-43993-3_39,Unified Surface and Volumetric Inference on Functional Imaging Data,MICCAI
10.1007/978-3-031-43895-0_38,Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,MICCAI
10.1007/978-3-031-43999-5_47,Self-supervised MRI Reconstruction with Unrolled Diffusion Models,MICCAI
10.1007/978-3-031-43990-2_50,Anatomy-Informed Data Augmentation for Enhanced Prostate Cancer Detection,MICCAI
10.1007/978-3-031-43898-1_25,Regular SE(3) Group Convolutions for Volumetric Medical Image Analysis,MICCAI
10.1007/978-3-031-43898-1_13,Cross-Modulated Few-Shot Image Generation for Colorectal Tissue Classification,MICCAI
10.1007/978-3-031-43895-0_24,Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation,MICCAI
10.1007/978-3-031-43996-4_54,Spatiotemporal Incremental Mechanics Modeling of Facial Tissue Change,MICCAI
10.1007/978-3-031-43901-8_58,Certification of Deep Learning Models for Medical Image Segmentation,MICCAI
10.1007/978-3-031-43898-1_27,Maximum Entropy on Erroneous Predictions: Improving Model Calibration for Medical Image Segmentation,MICCAI
10.1007/978-3-031-43895-0_20,Centroid-Aware Feature Recalibration for Cancer Grading in Pathology Images,MICCAI
10.1007/978-3-031-43904-9_52,Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,MICCAI
10.1007/978-3-031-43904-9_38,Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,MICCAI
10.1007/978-3-031-43901-8_60,Scaling up 3D Kernels with Bayesian Frequency Re-parameterization for Medical Image Segmentation,MICCAI
10.1007/978-3-031-43898-1_37,Fine-Tuning Network in Federated Learning for Personalized Skin Diagnosis,MICCAI
10.1007/978-3-031-43907-0_52,Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning,MICCAI
10.1007/978-3-031-43990-2_38,CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,MICCAI
10.1007/978-3-031-43993-3_12,Dynamic Structural Brain Network Construction by Hierarchical Prototype Embedding GCN Using T1-MRI,MICCAI
10.1007/978-3-031-43898-1_31,Segmentation Distortion: Quantifying Segmentation Uncertainty Under Domain Shift via the Effects of Anomalous Activations,MICCAI
10.1007/978-3-031-43999-5_73,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,MICCAI
10.1007/978-3-031-43904-9_56,Fast Non-Markovian Diffusion Model for Weakly Supervised Anomaly Detection in Brain MR Images,MICCAI
10.1007/978-3-031-43987-2_30,Learning Robust Classifier for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk,MICCAI
10.1007/978-3-031-43987-2_61,Adaptive Supervised PatchNCE Loss for Learning H&amp;E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,MICCAI
10.1007/978-3-031-43990-2_62,Content-Preserving Diffusion Model for Unsupervised AS-OCT Image Despeckling,MICCAI
10.1007/978-3-031-43904-9_62,MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,MICCAI
10.1007/978-3-031-43996-4_41,Multi-view Guidance for Self-supervised Monocular Depth Estimation on Laparoscopic Images via Spatio-Temporal Correspondence,MICCAI
10.1007/978-3-031-43996-4_47,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,MICCAI
10.1007/978-3-031-43904-9_68,Transformer-Based Tooth Segmentation Identification and Pulp Calcification Recognition in CBCT,MICCAI
10.1007/978-3-031-43907-0_36,Masked Vision and Language Pre-training with Unimodal and Multimodal Contrastive Losses for Medical Visual Question Answering,MICCAI
10.1007/978-3-031-43904-9_72,Dynamic Curriculum Learning via In-Domain Uncertainty for Medical Image Classification,MICCAI
10.1007/978-3-031-43987-2_13,Frequency-Mixed Single-Source Domain Generalization for Medical Image Segmentation,MICCAI
10.1007/978-3-031-43901-8_7,Robust Segmentation via Topology Violation Detection and Feature Synthesis,MICCAI
10.1007/978-3-031-43898-1_57,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,MICCAI
10.1007/978-3-031-43990-2_9,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,MICCAI
10.1007/978-3-031-43996-4_35,A Closed-Form Solution to Electromagnetic Sensor Based Intraoperative Limb Length Measurement in Total Hip Arthroplasty,MICCAI
10.1007/978-3-031-43895-0_61,Longitudinal Multimodal Transformer Integrating Imaging and Latent Clinical Signatures from Routine EHRs for Pulmonary Nodule Classification,MICCAI
10.1007/978-3-031-43999-5_53,SAMConvex: Fast Discrete Optimization for CT Registration Using Self-supervised Anatomical Embedding and Correlation Pyramid,MICCAI
10.1007/978-3-031-43904-9_7,Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,MICCAI
10.1007/978-3-031-43987-2_37,MPBD-LSTM: A Predictive Model for Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans,MICCAI
10.1007/978-3-031-43987-2_52,Segment Membranes and Nuclei from Histopathological Images via Nuclei Point-Level Supervision,MICCAI
10.1007/978-3-031-43990-2_19,Forward-Solution Aided Deep-Learning Framework for Patient-Specific Noninvasive Cardiac Ectopic Pacing Localization,MICCAI
10.1007/978-3-031-43898-1_65,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,MICCAI
10.1007/978-3-031-43990-2_51,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,MICCAI
10.1007/978-3-031-43907-0_30,Modeling Alzheimers&apos; Disease Progression from Multi-task and Self-supervised Learning Perspective with Brain Networks,MICCAI
10.1007/978-3-031-43901-8_3,Transformer-Based Annotation Bias-Aware Medical Image Segmentation,MICCAI
10.1007/978-3-031-43895-0_22,Few Shot Medical Image Segmentation with Cross Attention Transformer,MICCAI
10.1007/978-3-031-43898-1_48,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,MICCAI
10.1007/978-3-031-43999-5_2,Learning Deep Intensity Field for Extremely Sparse-View CBCT Reconstruction,MICCAI
10.1007/978-3-031-43907-0_68,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,MICCAI
10.1007/978-3-031-43898-1_51,Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform,MICCAI
10.1007/978-3-031-43901-8_61,ConvFormer: Plug-and-Play CNN-Style Transformers for Improving Medical Image Segmentation,MICCAI
10.1007/978-3-031-43993-3_51,PMC-CLIP: Contrastive Language-Image Pre-training Using Biomedical Documents,MICCAI
10.1007/978-3-031-43990-2_54,Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation,MICCAI
10.1007/978-3-031-43996-4_67,Optical Ultrasound Imaging for Endovascular Repair of Abdominal Aortic Aneurysms: A Pilot Study,MICCAI
10.1007/978-3-031-43907-0_61,M-FLAG: Medical Vision-Language Pre-training with Frozen Language Models and Latent Space Geometry Optimization,MICCAI
10.1007/978-3-031-43907-0_50,MDA-SR: Multi-level Domain Adaptation Super-Resolution for Wireless Capsule Endoscopy Images,MICCAI
10.1007/978-3-031-43999-5_50,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,MICCAI
10.1007/978-3-031-43999-5_51,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,MICCAI
10.1007/978-3-031-43990-2_57,Polar-Net: A Clinical-Friendly Model for Alzheimer&apos;s Disease Detection in OCTA Images,MICCAI
10.1007/978-3-031-43904-9_36,Style-Based Manifold for Weakly-Supervised Disease Characteristic Discovery,MICCAI
10.1007/978-3-031-43901-8_6,Adult-Like Phase and Multi-scale Assistance for Isointense Infant Brain Tissue Segmentation,MICCAI
10.1007/978-3-031-43895-0_3,COLosSAL: A Benchmark for Cold-Start Active Learning for 3D Medical Image Segmentation,MICCAI
10.1007/978-3-031-43993-3_10,Development and Fast Transferring of General Connectivity-Based Diagnosis Model to New Brain Disorders with Adaptive Graph Meta-Learner,MICCAI
10.1007/978-3-031-43993-3_62,BigFUSE: Global Context-Aware Image Fusion in Dual-View Light-Sheet Fluorescence Microscopy with Image Formation Prior,MICCAI
10.1007/978-3-031-43993-3_61,Pick and Trace: Instance Segmentation for Filamentous Objects with a Recurrent Neural Network,MICCAI
10.1007/978-3-031-43895-0_5,Incremental Learning for Heterogeneous Structure Segmentation in Brain Tumor MRI,MICCAI
10.1007/978-3-031-43895-0_15,SFusion: Self-attention Based N-to-One Multimodal Fusion Block,MICCAI
10.1007/978-3-031-43907-0_37,CL-ADDA: Contrastive Learning with Amplitude-Driven Data Augmentation for fMRI-Based Individualized Predictions,MICCAI
10.1007/978-3-031-43990-2_41,Speech Audio Synthesis from Tagged MRI and Non-negative Matrix Factorization via Plastic Transformer,MICCAI
10.1007/978-3-031-43993-3_53,Learning Large Margin Sparse Embeddings for Open Set Medical Diagnosis,MICCAI
10.1007/978-3-031-43996-4_30,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,MICCAI
10.1007/978-3-031-43901-8_42,Instructive Feature Enhancement for Dichotomous Medical Image Segmentation,MICCAI
10.1007/978-3-031-43993-3_33,Dynamic Graph Neural Representation Based Multi-modal Fusion Model for Cognitive Outcome Prediction in Stroke Cases,MICCAI
10.1007/978-3-031-43990-2_44,Full Image-Index Remainder Based Single Low-Dose DR/CT Self-supervised Denoising,MICCAI
10.1007/978-3-031-43901-8_63,UPCoL: Uncertainty-Informed Prototype Consistency Learning for Semi-supervised Medical Image Segmentation,MICCAI
10.1007/978-3-031-43987-2_44,Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis,MICCAI
10.1007/978-3-031-43990-2_29,HACL-Net: Hierarchical Attention and Contrastive Learning Network for MRI-Based Placenta Accreta Spectrum Diagnosis,MICCAI
10.1007/978-3-031-43904-9_35,CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,MICCAI
10.1007/978-3-031-43907-0_33,Multi-IMU with Online Self-consistency for Freehand 3D Ultrasound Reconstruction,MICCAI
10.1007/978-3-031-43901-8_10,Diffusion Kinetic Model for Breast Cancer Segmentation in Incomplete DCE-MRI,MICCAI
10.1007/978-3-031-43901-8_37,Learning Ontology-Based Hierarchical Structural Relationship for Whole Brain Segmentation,MICCAI
10.1007/978-3-031-43904-9_69,Treatment Outcome Prediction for Intracerebral Hemorrhage via Generative Prognostic Model with Imaging and Tabular Data,MICCAI
10.1007/978-3-031-43999-5_57,PIViT: Large Deformation Image Registration with Pyramid-Iterative Vision Transformer,MICCAI
10.1007/978-3-031-43901-8_30,Conditional Temporal Attention Networks for Neonatal Cortical Surface Reconstruction,MICCAI
10.1007/978-3-031-43999-5_24,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,MICCAI
10.1007/978-3-031-43907-0_62,Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance,MICCAI
10.1007/978-3-031-43904-9_17,Positive Definite Wasserstein Graph Kernel for Brain Disease Diagnosis,MICCAI
10.1007/978-3-031-43904-9_49,Adjustable Robust Transformer for High Myopia Screening in Optical Coherence Tomography,MICCAI
10.1007/978-3-031-43898-1_1,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,MICCAI
10.1007/978-3-031-43895-0_26,Class Specific Feature Disentanglement and Text Embeddings for Multi-label Generalized Zero Shot CXR Classification,MICCAI
