name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM,Chexpert,ChestX-Ray14,PadChest,MIMIC,VinDr-CXR,PAD-UFES-20,CAMELYON,CADDementia,MRNet,PROSTATEx
Deep Class-Specific Affinity-Guided Convolutional Network for Multimodal Unpaired Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Local-Global Refinement Network for Stent Analysis in IVOCT Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Detection of Glands and Villi by Collaboration of Domain Knowledge and Deep Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inter-operative Trajectory Registration for Endoluminal Video Synchronization: Application to Biopsy Site Re-localization.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cortical Surface Parcellation Using Spherical Convolutional Neural Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reinforcement Learning Driven Intra-modal and Inter-modal Representation Learning for 3D Medical Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Linear Prediction Residual for Efficient Diagnosis of Parkinson’s Disease from Gait.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Position Regression for Unsupervised Anomaly Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deformable Registration of a Preoperative 3D Liver Volume to a Laparoscopy Image Using Contour and Shading Cues.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PD-DWI: Predicting Response to Neoadjuvant Chemotherapy in Invasive Breast Cancer with Physiologically-Decomposed Diffusion-Weighted MRI Machine-Learning Model.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vision-Based Intraoperative Cone-Beam CT Stitching for Non-overlapping Volumes.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Invertible Sharpening Network for MRI Reconstruction Enhancement.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E$$^2$$Net: An Edge Enhanced Network for Accurate Liver and Tumor Segmentation on CT Scans.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Direct estimation of fetal head circumference from ultrasound images based on regression CNN.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BiometryNet: Landmark-based Fetal Biometry Estimation from Standard Ultrasound Planes.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bayesian Volumetric Autoregressive Generative Models for Better Semisupervised Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Hierarchical Feature Constraint to Camouflage Medical Adversarial Attacks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Time-Warped Geodesic Regression.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cascade Dual-branch Deep Neural Networks for Retinal Layer and fluid Segmentation of Optical Coherence Tomography Incorporating Relative Positional Map.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real-Time Mapping of Tissue Properties for Magnetic Resonance Fingerprinting.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic and Interpretable Model for Periodontitis Diagnosis in Panoramic Radiographs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mmFormer: Multimodal Medical Transformer for Incomplete Multimodal Learning of Brain Tumor Segmentation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-scale Super-Resolution Magnetic Resonance Spectroscopic Imaging with Adjustable Sharpness.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INSightR-Net: Interpretable Neural Network for Regression Using Similarity-Based Comparisons to Prototypical Examples.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Registration-Free Simultaneous Catheter and Environment Modelling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Patient-Specific Lumped Models for Interactive Coronary Blood Flow Simulations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sequential Learning on Liver Tumor Boundary Semantics and Prognostic Biomarker Mining.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Motion Correction and Super Resolution for Cardiac Segmentation via Latent Optimisation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DisQ: Disentangling Quantitative MRI Mapping of the Heart.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Analysis of High-throughput Microscopy Videos: Catching Up with Cell Dynamics.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real-Time Prediction of Segmentation Quality.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Understanding and Visualizing Generalization in UNets.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Context-Aware Refinement Network Incorporating Structural Connectivity Prior for Brain Midline Delineation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MULAN: Multitask Universal Lesion Analysis Network for Joint Lesion Detection Tagging and Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learn to Track: Deep Learning for Tractography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efficient Neural Network Approximation of Robust PCA for Automated Analysis of Calcium Imaging Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Whole Heart Mesh Generation for Image-Based Computational Simulations by Learning Free-From Deformations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
