doi,name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM
10.1007/978-3-031-16452-1_22,Addressing Class Imbalance in Semi-supervised Image Segmentation: A Study on Cardiac MRI,True,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_41,Unsupervised Contrastive Learning of Image Representations from Ultrasound Videos with Hard Negative Mining,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_70,Test-Time Adaptation with Shape Moments for Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_56,Analyzing and Improving Low Dose CT Denoising Network via HU Level Slicing,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_56,Reinforcement Learning for Active Modality Selection During Diagnosis,True,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_32,Unsupervised Nuclei Segmentation Using Spatial Organization Priors,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_41,Supervised Contrastive Learning to Classify Paranasal Anomalies in the Maxillary Sinus,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_66,GazeRadar: A Gaze and Radiomics-Guided Disease Localization Framework,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_20,Multiple Instance Learning with Mixed Supervision in Gleason Grading,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_34,A Learnable Variational Model for Joint Multimodal MRI Reconstruction and Synthesis,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-031-16446-0_27,Adapting the Mean Teacher for Keypoint-Based Lung Registration Under Geometric Domain Shifts,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_52,Robust Segmentation of Brain MRI in the Wild with Hierarchical CNNs and No Retraining,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_58,Vol2Flow: Segment 3D Volumes Using a Sequence of Registration Flows,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_73,Deep Learning Based Modality-Independent Intracranial Aneurysm Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_30,Opportunistic Incidence Prediction of Multiple Chronic Diseases from Abdominal CT Imaging Using Multi-task Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_40,Progressive Subsampling for Oversampled Data - Application to Quantitative MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_33,OnlyCaps-Net a Capsule only Based Neural Network for 2D and 3D Semantic Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_52,Visual Explanations for the Detection of Diabetic Retinopathy from Retinal Fundus Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_35,Region-Guided CycleGANs for Stain Transfer in Whole Slide Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_57,Greedy Optimization of Electrode Arrangement for Epiretinal Prostheses,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_56,Dual-Distribution Discrepancy for Anomaly Detection in Chest X-Rays,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_9,Uni4Eye: Unified 2D and 3D Self-supervised Pre-training via Masked Image Modeling Transformer for Ophthalmic Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_42,An Advanced Deep Learning Framework for Video-Based Diagnosis of ASD,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_60,Using Guided Self-Attention with Local Information for Polyp Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_38,Incorporating Intratumoral Heterogeneity into Weakly-Supervised Deep Learning Models via Variance Pooling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_23,ORF-Net: Deep Omni-Supervised Rib Fracture Detection from Chest CT Scans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_42,Semi-supervised Learning with Data Harmonisation for Biomarker Discovery from Resting State fMRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_2,Boundary-Enhanced Self-supervised Learning for Brain Structure Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_54,DeepRecon: Joint 2D Cardiac Segmentation and 3D Volume Reconstruction via a Structure-Specific Generative Method,False,False,False,False,True,False,False,False,False,False
10.1007/978-3-031-16452-1_41,Regression Metric Loss: Learning a Semantic Representation Space for Medical Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_8,Unsupervised Representation Learning of Cingulate Cortical Folding Patterns,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_50,Learning Robust Representation for Joint Grading of Ophthalmic Diseases via Adaptive Curriculum and Feature Disentanglement,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_43,Automating Blastocyst Formation and Quality Prediction in Time-Lapse Imaging with Adaptive Key Frame Selection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_65,Multi-modal Masked Autoencoders for Medical Vision-and-Language Pre-training,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_49,Disentangle Then Calibrate: Selective Treasure Sharing for Generalized Rare Disease Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_23,Scribble2D5: Weakly-Supervised Volumetric Image Segmentation via Scribble Annotations,True,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_11,Hybrid Graph Transformer for Tissue Microstructure Estimation with Undersampled Diffusion MRI Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_4,Mask Rearranging Data Augmentation for 3D Mitochondria Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_15,MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation,False,False,False,False,False,False,True,False,False,False
10.1007/978-3-031-16446-0_14,Deformer: Towards Displacement Field Learning for Unsupervised Medical Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_8,NerveFormer: A Cross-Sample Aggregation Network for Corneal Nerve Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_1,Multi-view Local Co-occurrence and Global Consistency Learning Improve Mammogram Classification Generalisation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_63,Fine-Grained Correlation Loss for Regression,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_64,Identification of Vascular Cognitive Impairment in Adult Moyamoya Disease via Integrated Graph Convolutional Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_5,Dual-Branch Squeeze-Fusion-Excitation Module for Cross-Modality Registration of Cardiac SPECT and CT,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_17,White Matter Tracts are Point Clouds: Neuropsychological Score Prediction and Critical Region Localization via Geometric Deep Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_33,Contrastive Learning for Echocardiographic View Integration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_44,Deep Laparoscopic Stereo Matching with Transformers,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_41,Feature Re-calibration Based Multiple Instance Learning for Whole Slide Image Classification,False,False,False,False,False,False,False,False,False,False
